,Room_counter,danmaku_counter,Room,Messages
405793739,65,65,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['よろしく！', '喵帕斯Official，我前来DD了！', 'にゃにゃにゃ~', 'にゃにゃにゃ~', 'よろしく！', 'よろしく！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', 'よろしく！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['よろしく！', 'よろしく！', '僕の名は、喵帕斯Officialです！'], '3777439': ['顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official', '我觉得这男的说话好恶心啊。', '顺带一提，这里是喵帕斯Official', '我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '我是喵帕斯Official'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['今后请多关照！', '今后请多关照！'], '21302352': ['我是“774ガチ恋勢”，我前来DD了！', '我是“774ガチ恋勢”，我前来DD了！', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', 'よろしく！', 'よろしく！'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
405793759,64,64,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['よろしく！', '喵帕斯Official，我前来DD了！', 'にゃにゃにゃ~', '嘶哈嘶哈嘶哈', 'よろしく！', '僕の名は、喵帕斯Officialです！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', 'よろしく！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['よろしく！', '僕の名は、喵帕斯Officialです！', 'よろしく！'], '3777439': ['顺带一提，这里是喵帕斯Official', '可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['今后请多关照！', '可爱主播，在下喵帕斯Official'], '21302352': ['我是“774ガチ恋勢”，我前来DD了！', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', 'よろしく！', '俺のID「774ガチ恋勢」です', 'よろしく！', '俺のID「774ガチ恋勢」です', '俺のID「774ガチ恋勢」です', '俺のID「774ガチ恋勢」です', 'よろしく！'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
405793756,63,63,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['僕の名は、喵帕斯Officialです！', '喵帕斯Official，我前来DD了！', '嘶哈嘶哈嘶哈', '嘶哈嘶哈嘶哈', '僕の名は、喵帕斯Officialです！', '僕の名は、喵帕斯Officialです！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', '僕の名は、喵帕斯Officialです！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['僕の名は、喵帕斯Officialです！', '僕の名は、喵帕斯Officialです！', '僕の名は、喵帕斯Officialです！'], '3777439': ['可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。', '我觉得这男的说话好恶心啊。', '顺带一提，这里是喵帕斯Official', '可不可以不连麦了啊。', '顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official', '泰蕾莎吗？我记住了'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['可爱主播，在下喵帕斯Official', '可爱主播，在下喵帕斯Official'], '21302352': ['这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
405793791,61,61,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '14917277', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['僕の名は、喵帕斯Officialです！', '喵帕斯Official，我前来DD了！', '嘶哈嘶哈嘶哈', 'にゃにゃにゃ~', '僕の名は、喵帕斯Officialです！', 'よろしく！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', '僕の名は、喵帕斯Officialです！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['僕の名は、喵帕斯Officialです！', 'よろしく！', '僕の名は、喵帕斯Officialです！'], '3777439': ['可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '顺带一提，这里是喵帕斯Official', '可不可以不连麦了啊。', '顺带一提，这里是喵帕斯Official'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['可爱主播，在下喵帕斯Official', '今后请多关照！'], '21302352': ['这个立绘的胸是其他主播里面最大的吧', '我是“774ガチ恋勢”，我前来DD了！', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！'], '14917277': ['僕の名は774ガチ恋勢です，よろしく'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
405793884,69,69,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['よろしく！', '喵帕斯Official，我前来DD了！', 'にゃにゃにゃ~', '嘶哈嘶哈嘶哈', 'よろしく！', '僕の名は、喵帕斯Officialです！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', 'よろしく！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['よろしく！', '僕の名は、喵帕斯Officialです！', 'よろしく！'], '3777439': ['顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official', '可不可以不连麦了啊。', '可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['今后请多关照！', '可爱主播，在下喵帕斯Official'], '21302352': ['我是“774ガチ恋勢”，我前来DD了！', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', 'よろしく！', '俺のID「774ガチ恋勢」です', 'よろしく！', 'よろしく！', '俺のID「774ガチ恋勢」です', 'よろしく！', 'よろしく！'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
405793958,66,66,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['僕の名は、喵帕斯Officialです！', '喵帕斯Official，我前来DD了！', '嘶哈嘶哈嘶哈', 'にゃにゃにゃ~', '僕の名は、喵帕斯Officialです！', 'よろしく！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', '僕の名は、喵帕斯Officialです！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['僕の名は、喵帕斯Officialです！', 'よろしく！', '僕の名は、喵帕斯Officialです！'], '3777439': ['可不可以不连麦了啊。', '可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。', '顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official', '可不可以不连麦了啊。', '顺带一提，这里是喵帕斯Official', '可不可以不连麦了啊。', '泰蕾莎吗？我记住了'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['可爱主播，在下喵帕斯Official', '今后请多关照！'], '21302352': ['这个立绘的胸是其他主播里面最大的吧', '我是“774ガチ恋勢”，我前来DD了！', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺のID「774ガチ恋勢」です', 'よろしく！', '俺のID「774ガチ恋勢」です', 'よろしく！', '俺のID「774ガチ恋勢」です', '俺のID「774ガチ恋勢」です', '俺のID「774ガチ恋勢」です', '俺の名は774ガチ恋勢です，よろしく！'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
405793975,70,70,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['喵帕斯Official，我前来DD了！', '嘶哈嘶哈嘶哈', 'にゃにゃにゃ~', '僕の名は、喵帕斯Officialです！', 'よろしく！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', '僕の名は、喵帕斯Officialです！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['僕の名は、喵帕斯Officialです！', 'よろしく！', 'よろしく！'], '3777439': ['我觉得这男的说话好恶心啊。', '顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official', '可不可以不连麦了啊。', '顺带一提，这里是喵帕斯Official', '我觉得这男的说话好恶心啊。', '我觉得这男的说话好恶心啊。', '泰蕾莎吗？我记住了'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['可爱主播，在下喵帕斯Official', '今后请多关照！'], '21302352': ['这个立绘的胸是其他主播里面最大的吧', '我是“774ガチ恋勢”，我前来DD了！', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺のID「774ガチ恋勢」です', 'よろしく！', 'よろしく！', 'よろしく！', 'よろしく！', '俺のID「774ガチ恋勢」です', 'よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
405793981,64,64,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['喵帕斯Official，我前来DD了！', '嘶哈嘶哈嘶哈', '嘶哈嘶哈嘶哈', '僕の名は、喵帕斯Officialです！', '僕の名は、喵帕斯Officialです！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', '僕の名は、喵帕斯Officialです！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['僕の名は、喵帕斯Officialです！', '僕の名は、喵帕斯Officialです！', 'よろしく！'], '3777439': ['我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['可爱主播，在下喵帕斯Official', '可爱主播，在下喵帕斯Official'], '21302352': ['这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺のID「774ガチ恋勢」です', '俺のID「774ガチ恋勢」です', 'よろしく！', '俺のID「774ガチ恋勢」です'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
405793996,74,74,"['21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '21347539', '1174717', '1174717', '1174717', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '3777439', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '21133979', '14327465', '14327465', '14327465', '14327465', '14327465', '8997002', '8997002', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '21302352', '13946381', '13946381', '13946381', '13946381', '13946381']","{'21347539': ['喵帕斯Official，我前来DD了！', '嘶哈嘶哈嘶哈', '嘶哈嘶哈嘶哈', '僕の名は、喵帕斯Officialです！', '僕の名は、喵帕斯Officialです！', '君が本当にかわいいです！', '君が本当にかわいいです！', 'このゲームいいねえ', 'このゲームいいねえ', '全然おかしくないよ', '全然おかしくないよ', '全然おかしくないよ', '僕の名は、喵帕斯Officialです！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！', 'リリアわすごい！リリア最高！'], '1174717': ['僕の名は、喵帕斯Officialです！', '僕の名は、喵帕斯Officialです！', '僕の名は、喵帕斯Officialです！'], '3777439': ['可不可以不连麦了啊。', '顺带一提，这里是喵帕斯Official', '我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '我觉得这男的说话好恶心啊。', '可不可以不连麦了啊。', '顺带一提，这里是喵帕斯Official', '顺带一提，这里是喵帕斯Official', '泰蕾莎吗？我记住了'], '21133979': ['宫内莲华Official，前来DD了！', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才', '今天也要好好呼吸一下三才'], '14327465': ['猫猫警察，出动！', '猫猫警察，出动！', '来DD了，我是宫内莲华Official', '猫猫警察，出动！', '猫猫警察，出动！'], '8997002': ['可爱主播，在下喵帕斯Official', '可爱主播，在下喵帕斯Official'], '21302352': ['这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '这个立绘的胸是其他主播里面最大的吧', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺のID「774ガチ恋勢」です', '俺のID「774ガチ恋勢」です', '俺のID「774ガチ恋勢」です', '俺のID「774ガチ恋勢」です', 'よろしく！', 'よろしく！', 'よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！', '俺の名は774ガチ恋勢です，よろしく！'], '13946381': ['我宫内莲华来呼吸夏哥了！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！', '嘶哈嘶哈，是夏哥！！']}"
